ukbb_std_name	ukbb_raw_name	outcome	bbs_feature_id	bbs_chemical_name	bbs_pathway	bbs_sub_pathway	unsure	comment
		Cholesteryl esters to total lipids ratio in very small VLDL	metab_xsvldlcepct					
		Free cholesterol in very small VLDL	metab_xsvldlfc					
		Free cholesterol to total lipids ratio in very small VLDL	metab_xsvldlfcpct					
		Total lipids in very small VLDL	metab_xsvldll					
		Concentration of very small VLDL particles	metab_xsvldlp					
		Phospholipids in very small VLDL	metab_xsvldlpl					
		Phospholipids to total lipids ratio in very small VLDL	metab_xsvldlplpct					
		Triglycerides in very small VLDL	metab_xsvldltg					
		Triglycerides to total lipids ratio in very small VLDL	metab_xsvldltgpct					
		Total cholesterol levels in chylomicrons and extremely large VLDL						
		Total cholesterol to total lipids ratio in chylomicrons and extremely large VLDL						
		Cholesteryl ester levels in chylomicrons and extremely large VLDL						
		Cholesteryl esters to total lipids ratio in chylomicrons and extremely large VLDL	metab_xxlvldlcepct					
		Free cholesterol levels in chylomicrons and extremely large VLDL						
		Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	metab_xxlvldlfcpct					
		Total lipid levels in chylomicrons and extremely large VLDL						
		Concentration of chylomicrons and extremely large VLDL particles	metab_xxlvldlp					
		Phospholipid levels in chylomicrons and extremely large VLDL						
		Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	metab_xxlvldlplpct					
		Triglyceride levels in chylomicrons and extremely large VLDL						
		Triglycerides to total lipids ratio in chylomicrons and extremely large VLDL	metab_xxlvldltgpct					
		Carnitine levels	metab_compid_15500					
		Benzoate levels	metab_compid_15778					
		Maltotriose levels	metab_compid_44688					
		Hippurate levels	metab_compid_15753					
		Methionine sulfoxide levels	metab_compid_18374					
		Xanthurenate levels	metab_compid_15679					
		N-alpha-acetylornithine levels						
		3-methylhistidine levels	metab_compid_15677					
		Glycerophosphorylcholine (GPC) levels	metab_compid_15990					
		Phenylacetate levels	metab_compid_57745					
		3-methyl-2-oxovalerate levels	metab_compid_15676					
		Tartarate levels	metab_compid_15336					
		Suberate (C8-DC) levels	metab_compid_15730					
		5-hydroxylysine levels	metab_compid_15685					
		3-phenylpropionate hydrocinnamate levels						
		Kynurenine levels	metab_compid_15140					
		N-acetylglutamate levels	metab_compid_15720					
		Glycerol 3-phosphate levels	metab_compid_43847					
		Imidazole lactate levels	metab_compid_15716					
		4-guanidinobutanoate levels	metab_compid_15681					
		Glucuronate levels	metab_compid_15443					
		Ribitol levels	metab_compid_15772					
		Glycodeoxycholate levels	metab_compid_18477					
		Theobromine levels	metab_compid_18392					
		Quinate levels	metab_compid_18335					
		Gentisate levels	metab_compid_18280					
		Theophylline levels	metab_compid_18394					
		"1,5-anhydroglucitol (1,5-ag) levels"	metab_compid_20675					
		1-stearoyl-2-arachidonoyl-GPI (18:0/20:4) levels	metab_compid_52449					
		Indolelactate levels	metab_compid_18349					
		Docosahexaenoate DHA; 22:6n3 levels						
		1-stearoyl-2-oleoyl-GPS (18:0/18:1) levels	metab_compid_19265					
		1-myristoyl-2-palmitoyl-gpc (14:0/16:0) levels	metab_compid_19258					
		Paraxanthine levels	metab_compid_18254					
		4-methyl-2-oxopentanoate levels	metab_compid_22116					
		3-indoxyl sulfate levels	metab_compid_27672					
		Sphingosine 1-phosphate levels	metab_compid_34445					
		Alpha-hydroxyisocaproate levels	metab_compid_22132					
		1-stearoyl-GPI (18:0) levels	metab_compid_19324					
		"1,2-dipalmitoyl-gpc (16:0/16:0) levels"	metab_compid_19130					
		Maleate levels	metab_compid_20676					
		Isovalerate (i5:0) levels	metab_compid_44656					
		4-acetylphenol sulfate levels	metab_compid_44620					
		Phenyllactate (pla) levels	metab_compid_22130					
		N-acetylaspartate (naa) levels	metab_compid_22185					
		Palmitoylcarnitine (C16) levels	metab_compid_44681					
		Erythritol levels	metab_compid_20699					
		Hexanoylcarnitine levels						
		Acetylcarnitine (c2) levels	metab_compid_32198					
		Iminodiacetate (IDA) levels						
		Cysteine s-sulfate levels	metab_compid_22176					
		Oxalate (ethanedioate) levels	metab_compid_20694					
		DHEAS levels						
		3-hydroxymyristate levels	metab_compid_21158					
		Homoarginine levels	metab_compid_22137					
		1-oleoylglycerol (18:1) levels	metab_compid_21184					
		3-methyl-2-oxobutyrate levels	metab_compid_44526					
		Tartronate (hydroxymalonate) levels	metab_compid_20693					
		"2,3-dihydroxypyridine levels"						
		3-hydroxyoctanoate levels	metab_compid_22001					
		2-hydroxyoctanoate levels	metab_compid_22036					
		Homocitrulline levels	metab_compid_22138					
		Indoleacetate levels	metab_compid_27513					
		1-linoleoylglycerol (18:2) levels	metab_compid_27447					
		2-linoleoylglycerol (18:2) levels	metab_compid_32506					
		Indolepropionate levels	metab_compid_32405					
		Threonate levels	metab_compid_27738					
		N-acetylglycine levels	metab_compid_27710					
		Glycolithocholate levels	metab_compid_31912					
		EDTA levels	metab_compid_22163					
		1-methylhistidine levels	metab_compid_30460					
		Citramalate levels						
		3-hydroxydecanoate levels	metab_compid_22053					
		"1,3-dimethylurate levels"	metab_compid_32391					
		Galactonate levels	metab_compid_27719					
		Trigonelline (n'-methylnicotinate) levels	metab_compid_32401					
		Dodecanedioate (C12-DC) levels	metab_compid_32388					
		Isobutyrylcarnitine (c4) levels	metab_compid_33441					
		3-methylxanthine levels	metab_compid_32445					
		3-hydroxylaurate levels	metab_compid_32457					
		Pyridoxate levels	metab_compid_31555					
		5-hydroxyhexanoate levels	metab_compid_31938					
		Gamma-glutamylvaline levels	metab_compid_43829					
		3-hydroxysebacate levels	metab_compid_31943					
		Propionylglycine levels	metab_compid_31932					
		Butyrylglycine levels	metab_compid_31850					
		Pro-hydroxy-pro levels	metab_compid_35127					
		Propionylcarnitine (c3) levels	metab_compid_32452					
		Adrenate (22:4n6) levels	metab_compid_32980					
		Docosatrienoate (22:3n3) levels						
		Docosadienoate (22:2n6) levels	metab_compid_32415					
		3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf) levels	metab_compid_31787					
		Docosapentaenoate n3 DPA; 22:5n3 levels						
		3-hydroxy-2-ethylpropionate levels	metab_compid_32397					
		Myristoleate (14:1n5) levels	metab_compid_32418					
		10-undecenoate (11:1n1) levels	metab_compid_32497					
		1-methyl-4-imidazoleacetate levels	metab_compid_32350					
		Sebacate (C10-DC) levels	metab_compid_32398					
		Tauro-beta-muricholate levels	metab_compid_33983					
		Octanoylcarnitine (c8) levels	metab_compid_33936					
		Stearidonate (18:4n3) levels	metab_compid_33969					
		Decanoylcarnitine (C10) levels	metab_compid_33941					
		5-dodecenoate (12:1n7) levels	metab_compid_33968					
		N-acetylisoleucine levels	metab_compid_33967					
		Campesterol levels	metab_compid_33997					
		N-acetylthreonine levels	metab_compid_33939					
		1-oleoyl-GPC (18:1) levels	metab_compid_48258					
		10-nonadecenoate (19:1n9) levels	metab_compid_33972					
		Piperine levels	metab_compid_33935					
		Myristoylcarnitine (C14) levels	metab_compid_33952					
		10-heptadecenoate (17:1n7) levels	metab_compid_33971					
		1-stearoyl-gpc (18:0) levels	metab_compid_33961					
		1-palmitoyl-GPC (16:0) levels	metab_compid_33955					
		Hyocholate levels	metab_compid_34093					
		N-acetylhistidine levels	metab_compid_33946					
		Alpha-hydroxyisovalerate levels	metab_compid_46537					
		N-acetylproline levels	metab_compid_34387					
		Stachydrine levels	metab_compid_34384					
		Salicyluric glucuronide levels	metab_compid_33384					
		P-cresol sulfate levels	metab_compid_36103					
		Gamma-glutamylglycine levels	metab_compid_33949					
		1-linoleoyl-GPC (18:2) levels	metab_compid_34419					
		Stearoylcarnitine (C18) levels	metab_compid_34409					
		Eicosenoate (20:1) levels	metab_compid_33587					
		Aconitate [cis or trans] levels	metab_compid_46173					
		Erythronate levels	metab_compid_42420					
		Isovalerylcarnitine (C5) levels	metab_compid_34407					
		Linolenate [alpha or gamma; (18:3n3 or 6)] levels	metab_compid_34035					
		Gamma-glutamylthreonine levels	metab_compid_33364					
		Laurylcarnitine levels						
		Gamma-glutamylmethionine levels	metab_compid_44872					
		Epiandrosterone sulfate levels	metab_compid_33973					
		Gamma-glutamyltryptophan levels	metab_compid_33947					
		7-methylxanthine levels	metab_compid_34390					
		"3,7-dimethylurate levels"	metab_compid_34399					
		"1,7-dimethyluric acid levels"						
		"1,3,7-trimethylurate levels"	metab_compid_34404					
		N4-acetylcytidine levels	metab_compid_35130					
		Indolebutyrate levels	metab_compid_34402					
		5-acetylamino-6-amino-3-methyluracil levels	metab_compid_34424					
		N1-methylinosine levels	metab_compid_48351					
		N6-carbamoylthreonyladenosine levels	metab_compid_35157					
		1-methylxanthine levels	metab_compid_34389					
		"N2,n2-dimethylguanosine levels"	metab_compid_35137					
		4-hydroxyhippurate levels	metab_compid_35527					
		3-(3-amino-3-carboxypropyl)uridine levels	metab_compid_52525					
		"5,6-dihydrouridine levels"	metab_compid_61833					
		Phenylacetylglutamine levels	metab_compid_35126					
		3-hydroxydodecanedioate levels	metab_compid_62915					
		1-arachidonylglycerol (20:4) levels	metab_compid_34397					
		7-methylguanine levels	metab_compid_35114					
		1-stearoyl-GPE (18:0) levels	metab_compid_42398					
		Phenol sulfate levels	metab_compid_32553					
		Oleoylcarnitine (C18:1) levels	metab_compid_35160					
		Gamma-glutamylisoleucine levels	metab_compid_34456					
		Malonylcarnitine levels						
		1-palmitoleoyl-GPC (16:1) levels	metab_compid_33230					
		N1-methyl-2-pyridone-5-carboxamide levels	metab_compid_40469					
		Gamma-glutamyl-2-aminobutyrate levels						
		1-stearoyl-GPG (18:0) levels	metab_compid_34437					
		Hexanoylglycine levels						
		Glutamine degradant levels						
		5-methyluridine (ribothymidine) levels	metab_compid_35136					
		Cysteine-glutathione disulfide levels	metab_compid_35159					
		Isovalerylglycine levels						
		2-hydroxy-3-methylvalerate levels	metab_compid_36746					
		Homostachydrine levels	metab_compid_33009					
		1-arachidonoyl-GPC (20:4n6) levels	metab_compid_33228					
		2-palmitoyl-GPC (16:0) levels	metab_compid_35253					
		2-palmitoleoyl-GPC (16:1) levels	metab_compid_47118					
		1-arachidonoyl-GPE (20:4n6) levels	metab_compid_35186					
		1-palmitoyl-GPE (16:0) levels	metab_compid_35631					
		1-linoleoyl-GPE (18:2) levels	metab_compid_36600					
		1-oleoyl-GPE (18:1) levels	metab_compid_35628					
		2-hydroxypalmitate levels	metab_compid_35675					
		Docosapentaenoate (n6 DPA; 22:5n6) levels	metab_compid_37478					
		Gulonate levels	metab_compid_46957					
		Isobutyrylglycine levels	metab_compid_35437					
		Glutarylcarnitine (c5-dc) levels	metab_compid_44664					
		Tiglylcarnitine (C5:1-DC) levels	metab_compid_35428					
		Hydroquinone sulfate levels	metab_compid_35322					
		Beta-hydroxyisovaleroylcarnitine levels	metab_compid_35433					
		Catechol sulfate levels	metab_compid_35320					
		7-alpha-hydroxy-3-oxo-4-cholestenoate (7-hoca) levels	metab_compid_36776					
		Octadecanedioate (C18-DC) levels	metab_compid_36754					
		Tetradecanedioate (C14-DC) levels	metab_compid_35669					
		Hexadecanedioate (C16-DC) levels	metab_compid_35678					
		Glycerophosphoethanolamine levels	metab_compid_37455					
		Taurolithocholate 3-sulfate levels	metab_compid_36850					
		1-palmitoyl-GPI (16:0) levels	metab_compid_35305					
		Glycolithocholate sulfate levels	metab_compid_32620					
		3-(3-hydroxyphenyl)propionate levels	metab_compid_35635					
		Deoxycarnitine levels	metab_compid_36747					
		Alpha-hydroxycaproate levels	metab_compid_37073					
		1-ribosyl-imidazoleacetate levels	metab_compid_61868					
		"3,4-dihydroxybutyrate levels"	metab_compid_62952					
		Indoleacetylglutamine levels	metab_compid_42087					
		Mannitol/sorbitol levels	metab_compid_46142					
		Tryptophan betaine levels	metab_compid_37097					
		Dihomo-linolenate (20:3n3 or n6) levels	metab_compid_35718					
		1-linoleoyl-GPI (18:2) levels	metab_compid_36594					
		1-oleoyl-GPI (18:1) levels	metab_compid_36602					
		O-cresol sulfate levels	metab_compid_36845					
		4-vinylphenol sulfate levels	metab_compid_36098					
		Pyrraline levels	metab_compid_48428					
		N6-acetyllysine levels	metab_compid_36752					
		Thymol sulfate levels	metab_compid_36095					
		N-acetylserine levels	metab_compid_37076					
		3-methyladipate levels	metab_compid_36749					
		4-ethylphenylsulfate levels	metab_compid_36099					
		1-stearoyl-2-oleoyl-GPE (18:0/18:1) levels	metab_compid_42448					
		Dimethylarginine (sdma + adma) levels	metab_compid_36808					
		Hexanoylglutamine levels	metab_compid_54907					
		Gamma-glutamylalanine levels	metab_compid_37063					
		"5alpha-androstan-3beta,17beta-diol disulfate levels"	metab_compid_37190					
		N-methylproline levels	metab_compid_37431					
		Beta-cryptoxanthin levels	metab_compid_57591					
		"5alpha-pregnan-3beta,20alpha-diol disulfate levels"	metab_compid_37198					
		Taurocholenate sulfate levels	metab_compid_32807					
		Pregnenediol disulfate (C21H34O8S2) levels	metab_compid_32562					
		Glycocholenate sulfate levels	metab_compid_32599					
		"Androstenediol (3beta,17beta) disulfate (1) levels"	metab_compid_37202					
		Chiro-inositol levels						
		1-palmitoyl-2-linoleoyl-GPE (16:0/18:2) levels	metab_compid_42449					
		Sphinganine-1-phosphate levels	metab_compid_52605					
		Glycosyl-N-stearoyl-sphingosine (d18:1/18:0) levels	metab_compid_52234					
		4-allylphenol sulfate levels	metab_compid_37181					
		Succinylcarnitine (C4DC) levels						
		21-hydroxypregnenolone disulfate levels	metab_compid_46115					
		"5alpha-androstan-3alpha,17alpha-diol monosulfate levels"	metab_compid_37183					
		"Androstenediol (3beta,17beta) disulfate (2) levels"	metab_compid_37203					
		"5alpha-androstan-3beta,17alpha-diol disulfate levels"	metab_compid_37187					
		"5alpha-pregnan-3beta,20beta-diol monosulfate (1) levels"	metab_compid_37196					
		"5alpha-pregnan-3beta,20alpha-diol monosulfate (2) levels"	metab_compid_37200					
		"5alpha-androstan-3beta,17beta-diol monosulfate (2) levels"	metab_compid_37192					
		"Androstenediol (3alpha, 17alpha) monosulfate (3) levels"	metab_compid_37209					
		5alpha-pregnan-diol disulfate levels	metab_compid_46172					
		"5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels"	metab_compid_37186					
		"5alpha-androstan-3alpha,17beta-diol disulfate levels"	metab_compid_37184					
		Andro steroid monosulfate C19H28O6S (1) levels	metab_compid_32827					
		Pregnenediol sulfate (C21H34O5S) levels	metab_compid_32619					
		4-hydroxycoumarin levels	metab_compid_37445					
		16a-hydroxy DHEA 3-sulfate levels	metab_compid_38168					
		Gamma-CEHC levels	metab_compid_44876					
		2-hydroxyglutarate levels	metab_compid_37253					
		N-acetyl-beta-alanine levels	metab_compid_37432					
		Tridecenedioate (C13:1-DC) levels	metab_compid_46598					
		N-acetyl-3-methylhistidine levels	metab_compid_43256					
		3-hydroxyhippurate levels	metab_compid_39600					
		4-cholesten-3-one levels	metab_compid_38125					
		"Androstenediol (3beta,17beta) monosulfate (2) levels"	metab_compid_37210					
		"Androstenediol (3beta,17beta) monosulfate (1) levels"	metab_compid_37211					
		Pregnenolone sulfate levels	metab_compid_38170					
		S-methylmethionine levels						
		13-HODE + 9-HODE levels	metab_compid_37752					
		Palmitoyl sphingomyelin (d18:1/16:0) levels	metab_compid_37506					
		Indole-3-carboxylate levels	metab_compid_38116					
		"Sphingomyelin (d18:1/18:1, d18:2/18:0) levels"	metab_compid_37529					
		Ergothioneine levels	metab_compid_37459					
		Cis-4-decenoylcarnitine (C10:1) levels	metab_compid_38178					
		5-(galactosylhydroxy)-L-lysine levels	metab_compid_43582					
		"2s,3R-dihydroxybutyrate levels"	metab_compid_62950					
		Cysteinylglycine disulfide levels	metab_compid_62103					
		"2,3-dihydroxyisovalerate levels"	metab_compid_38276					
		Alpha-ketoglutaramate levels	metab_compid_62101					
		3-methylglutaconate levels	metab_compid_57747					
		(16 or 17)-methylstearate (a19:0 or i19:0) levels	metab_compid_38296					
		Cinnamoylglycine levels	metab_compid_38637					
		"2R,3R-dihydroxybutyrate levels"	metab_compid_63109					
		4-hydroxyglutamate levels	metab_compid_40499					
		S-methylcysteine levels	metab_compid_39592					
		Isoursodeoxycholate levels	metab_compid_57577					
		Cis-4-decenoate (10:1n6) levels	metab_compid_48992					
		4-oxo-retinoic acid levels						
		1-lignoceroyl-GPC (24:0) levels	metab_compid_49617					
		Sulfate levels	metab_compid_46960					
		4-hydroxy-2-oxoglutaric acid levels						
		Glycoursodeoxycholate levels	metab_compid_39379					
		1-(1-enyl-palmitoyl)-GPC (p-16:0) levels	metab_compid_52474					
		Argininate levels	metab_compid_57461					
		1-methyl-5-imidazoleacetate levels	metab_compid_47787					
		Hydantoin-5-propionate levels	metab_compid_40473					
		2-oxoarginine levels	metab_compid_55072					
		Pantoate levels	metab_compid_63061					
		Formiminoglutamate levels	metab_compid_43493					
		1-(1-enyl-palmitoyl)-GPE (p-16:0) levels	metab_compid_39270					
		S-methylcysteine sulfoxide levels	metab_compid_43378					
		2-o-methylascorbic acid levels	metab_compid_46961					
		Eicosanedioate (C20-DC) levels	metab_compid_39831					
		1-(1-enyl-stearoyl)-GPE (p-18:0) levels	metab_compid_39271					
		Beta-citrylglutamate levels	metab_compid_54923					
		N-oleoyltaurine levels	metab_compid_39732					
		Docosadioate (C22-DC) levels	metab_compid_39837					
		Oleoyl-linoleoyl-glycerol (18:1/18:2) [2] levels	metab_compid_46799					
		Imidazole propionate levels	metab_compid_40730					
		Carnitine C18:2 levels						
		Pregnanediol-3-glucuronide levels	metab_compid_40708					
		Carboxyethyl-gaba levels						
		Alliin levels	metab_compid_41494					
		Trimethylamine n-oxide levels	metab_compid_40406					
		Dihydroferulate levels	metab_compid_40481					
		Prolylglycine levels	metab_compid_40703					
		N-palmitoylglycine levels	metab_compid_42092					
		N-methyltaurine levels	metab_compid_42989					
		Succinimide levels	metab_compid_41888					
		N-acetylcarnosine levels	metab_compid_43488					
		Histidine betaine (hercynine) levels	metab_compid_62278					
		2-stearoyl-GPE (18:0) levels	metab_compid_41220					
		Margaroylcarnitine (C17) levels	metab_compid_57512					
		(R)-3-hydroxybutyrylcarnitine levels	metab_compid_43264					
		Lanthionine levels	metab_compid_42002					
		Mannonate levels	metab_compid_62864					
		3b-hydroxy-5-cholenoic acid levels						
		2-hydroxydecanoate levels	metab_compid_42489					
		Glycohyocholate levels	metab_compid_42574					
		3-methyl catechol sulfate (2) levels						
		2-aminooctanoate levels	metab_compid_43343					
		3-methyl catechol sulfate (1) levels	metab_compid_46165					
		4-methylcatechol sulfate levels	metab_compid_46146					
		Guaiacol sulfate levels	metab_compid_46111					
		Gamma-CEHC glucuronide levels	metab_compid_42381					
		Dimethyl sulfone levels	metab_compid_43424					
		2-piperidinone levels	metab_compid_43400					
		Indolin-2-one levels						
		"Sphingomyelin (d18:1/14:0, d16:1/16:0) levels"	metab_compid_42463					
		3-acetylphenol sulfate levels						
		"Sphingomyelin (d18:2/16:0, d18:1/16:1) levels"	metab_compid_42459					
		S-allylcysteine levels	metab_compid_43239					
		6-oxopiperidine-2-carboxylate levels	metab_compid_43231					
		2-aminophenol sulfate levels	metab_compid_43266					
		N-acetylalliin levels	metab_compid_45404					
		2-aminoheptanoate levels	metab_compid_43761					
		3-methoxytyramine sulfate levels	metab_compid_44618					
		"N2,N5-diacetylornithine levels"	metab_compid_43591					
		Ferulic acid 4-sulfate levels						
		1H-indole-7-acetic acid levels	metab_compid_57783					
		3-(3-hydroxyphenyl)propionate sulfate levels						
		1-linolenoyl-GPC (18:3) levels	metab_compid_45951					
		O-sulfo-l-tyrosine levels	metab_compid_45413					
		N-formylanthranilic acid levels	metab_compid_43549					
		Methionine sulfone levels	metab_compid_44878					
		Acisoga levels	metab_compid_43258					
		17alpha-hydroxypregnanolone glucuronide levels	metab_compid_47403					
		Etiocholanolone glucuronide levels	metab_compid_47112					
		Fructosyllysine levels	metab_compid_46227					
		1-(1-enyl-oleoyl)-GPE (p-18:1) levels	metab_compid_44621					
		N-acetyltaurine levels	metab_compid_48187					
		1-palmitoyl-GPG (16:0) levels	metab_compid_45970					
		1-oleoyl-GPG (18:1) levels	metab_compid_45968					
		Octadecenedioylcarnitine (C18:1-DC) levels	metab_compid_61865					
		3-methylglutarylcarnitine (2) levels	metab_compid_46548					
		"Sphingomyelin (d18:1/24:1, d18:2/24:0) levels"	metab_compid_47153					
		Methyl glucopyranoside (alpha + beta) levels	metab_compid_46144					
		9-hydroxystearate levels	metab_compid_47120					
		"Sphingomyelin (d18:2/14:0, d18:1/14:1) levels"	metab_compid_47154					
		1-dihomo-linolenylglycerol (20:3) levels	metab_compid_48341					
		4-hydroxychlorothalonil levels	metab_compid_48441					
		Vanillactate levels	metab_compid_54910					
		Myristoleoylcarnitine (C14:1) levels	metab_compid_48182					
		N-formylphenylalanine levels						
		2-acetamidophenol sulfate levels	metab_compid_48580					
		4-vinylguaiacol sulfate levels	metab_compid_48442					
		"5alpha-androstan-3alpha,17beta-diol monosulfate (2) levels"	metab_compid_37185					
		Vanillic alcohol sulfate levels						
		Methyl-4-hydroxybenzoate sulfate levels	metab_compid_48429					
		Eugenol sulfate levels	metab_compid_48715					
		2-methoxyresorcinol sulfate levels	metab_compid_48445					
		Tyramine O-sulfate levels	metab_compid_48408					
		4-methylguaiacol sulfate levels	metab_compid_48418					
		3-hydroxypyridine sulfate levels	metab_compid_48448					
		Arabonate/xylonate levels	metab_compid_48255					
		Octadecanedioylcarnitine (C18-DC) levels	metab_compid_61867					
		Phenylacetylcarnitine levels	metab_compid_48425					
		Ethylparaben sulfate levels						
		"Sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2) levels"	metab_compid_57481					
		"Sphingomyelin (d18:1/20:1, d18:2/20:0) levels"	metab_compid_48491					
		Behenoyl sphingomyelin (d18:1/22:0) levels	metab_compid_48492					
		Propyl 4-hydroxybenzoate sulfate levels	metab_compid_48460					
		4-methoxyphenol sulfate levels	metab_compid_48457					
		Umbelliferone sulfate levels	metab_compid_48674					
		"Sphingomyelin (d18:1/20:0, d16:1/22:0) levels"	metab_compid_48490					
		6-hydroxyindole sulfate levels	metab_compid_48698					
		P-cresol glucuronide levels	metab_compid_48841					
		N-carbamoylalanine levels	metab_compid_52340					
		Citraconate/glutaconate levels	metab_compid_47076					
		"1,2,3-benzenetriol sulfate (2) levels"	metab_compid_48762					
		3-methoxycatechol sulfate (2) levels	metab_compid_48752					
		C-glycosyltryptophan levels	metab_compid_48782					
		3-methoxycatechol sulfate (1) levels	metab_compid_48763					
		"Sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1) levels"	metab_compid_48493					
		Arabitol/xylitol levels	metab_compid_48885					
		3-hydroxyhexanoate levels	metab_compid_53230					
		"Sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2) levels"	metab_compid_57477					
		3beta-hydroxy-5-cholestenoate levels	metab_compid_54805					
		N-acetylkynurenine (2) levels	metab_compid_48757					
		Dopamine 4-sulfate levels	metab_compid_48406					
		"Sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0) levels"	metab_compid_52433					
		Adipoylcarnitine (C6-DC) levels	metab_compid_52988					
		Dopamine 3-o-sulfate levels	metab_compid_48407					
		Lignoceroyl sphingomyelin (d18:1/24:0) levels	metab_compid_57330					
		N-acetylglucosamine/n-acetylgalactosamine levels	metab_compid_46539					
		Glycochenodeoxycholate 3-sulfate levels	metab_compid_52974					
		"Trans 3,4-methyleneheptanoate levels"						
		Taurodeoxycholic acid 3-sulfate levels	metab_compid_46655					
		Phenol glucuronide levels						
		Glycodeoxycholate 3-sulfate levels	metab_compid_52975					
		4-hydroxyphenylacetoylcarnitine levels						
		1-stearoyl-2-oleoyl-gpc (18:0/18:1) levels	metab_compid_52438					
		Linoleoyl ethanolamide levels	metab_compid_52608					
		"1,2-dilinoleoyl-GPC (18:2/18:2) levels"	metab_compid_52603					
		Nonanoylcarnitine (C9) levels	metab_compid_61775					
		2-hydroxybutyrate/2-hydroxyisobutyrate levels	metab_compid_52281					
		"Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1) levels"	metab_compid_52435					
		Tricosanoyl sphingomyelin (d18:1/23:0) levels	metab_compid_52436					
		Palmitoyl dihydrosphingomyelin (d18:0/16:0) levels	metab_compid_52434					
		1-palmitoleoylglycerol (16:1) levels	metab_compid_52431					
		1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels	metab_compid_52452					
		1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1) levels	metab_compid_52470					
		1-stearoyl-2-linoleoyl-GPE (18:0/18:2) levels	metab_compid_52446					
		"Sphingomyelin (d18:2/24:1, d18:1/24:2) levels"	metab_compid_52437					
		1-palmitoyl-2-stearoyl-gpc (16:0/18:0) levels	metab_compid_52616					
		Oleate/vaccenate (18:1) levels	metab_compid_52285					
		1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6) levels	metab_compid_52610					
		1-(1-enyl-stearoyl)-2-oleoyl-GPE (p-18:0/18:1) levels	metab_compid_52614					
		1-stearoyl-2-arachidonoyl-GPE (18:0/20:4) levels	metab_compid_52447					
		1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6) levels	metab_compid_52611					
		"Sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0) levels"	metab_compid_52615					
		1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (p-16:0/20:4) levels	metab_compid_52673					
		Myristoyl dihydrosphingomyelin (d18:0/14:0) levels	metab_compid_57365					
		5-hydroxyindole sulfate levels	metab_compid_52914					
		1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6) levels	metab_compid_52454					
		1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4) levels	metab_compid_52689					
		"Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0) levels"	metab_compid_52495					
		1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4) levels	metab_compid_52464					
		Lactosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels	metab_compid_53010					
		"Sphingomyelin (d18:0/18:0, d19:0/17:0) levels"	metab_compid_57473					
		1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1) levels	metab_compid_52478					
		1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (p-18:0/20:4) levels	metab_compid_52475					
		Behenoyl dihydrosphingomyelin (d18:0/22:0) levels	metab_compid_57331					
		1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (p-16:0/18:2) levels	metab_compid_52682					
		1-(1-enyl-palmitoyl)-2-oleoyl-GPE (p-16:0/18:1) levels	metab_compid_52477					
		1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) levels	metab_compid_52467					
		1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6) levels	metab_compid_52465					
		N-palmitoyl-sphinganine (d18:0/16:0) levels	metab_compid_52604					
		1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6) levels	metab_compid_52466					
		Gamma-tocopherol/beta-tocopherol levels	metab_compid_52473					
		1-stearoyl-2-linoleoyl-GPI (18:0/18:2) levels	metab_compid_52468					
		"1,2-dilinoleoyl-GPE (18:2/18:2) levels"						
		Phenylacetylglutamate levels	metab_compid_52925					
		1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) levels	metab_compid_52713					
		Palmitoylcholine levels	metab_compid_52944					
		Thioproline levels	metab_compid_53231					
		1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels	metab_compid_52710					
		1-linoleoyl-GPG (18:2) levels	metab_compid_54885					
		1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2) levels	metab_compid_52677					
		1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2) levels	metab_compid_52748					
